cellule,Z_biapy,X_biapy,Y_biapy,Z_gcamp,X_gcamp,Y_gcamp,distance_3D
285,57.0657749752076,805,879,56.521619168472,800.542002409913,881.531621493801,5.15547819732568
286,47.8464131967457,858,955.5,54.5952794844481,858.834867672257,956.43118182849,6.86376717241889
287,59.544076889238,717.25,971,52.4518214959951,715.511911708083,971.611542955861,7.32768873931912
288,56.7446361152692,732,933.5,53.885506076021,723.574858503693,932.711504393341,8.93192919451618
289,49.9049020399564,867,1027.75,52.265979795492,865.596480370947,1026.13460191315,3.18654460126153
290,53.9796002644892,890.75,973.25,54.3678666373747,889.893279337229,973.188970858528,0.942573936856598
291,53.7310860090639,911.5,964.5,55.0372986271248,905.714340858286,958.972598232879,8.10754052736462
292,47.6993815338958,868.5,1045.5,51.466238371756,869.407300379842,1050.55416489757,6.36843679626365
293,51.3424191278037,830.75,987,53.3237429958424,832.819892214162,984.755522131692,3.63974984712309
294,53.9660536365847,893.5,1009.75,53.0185729494447,892.606823480761,1013.17212665284,3.66147986135043
295,50.729690542726,816.25,988.25,53.0839906195401,815.481786956506,986.025576754455,3.32880442609685
296,50.9812180443153,941.25,997,54.1223415108893,942.446867947648,997.509177841397,3.39976640234863
297,56.3700157412117,716.75,940.5,53.5225888011711,715.209722993733,940.487960828553,3.23735051802446
298,53.9200622687274,902.5,963,54.8366790008045,902.453104752233,963.717649703689,1.16507789224217
299,57.0697001935054,773.5,978.25,52.6936315297965,773.815254137366,983.694093623602,6.99196091973966
300,67.4218406759583,921,877.25,58.0194008524244,923.908044248128,878.525231712029,9.92415295647999
301,48.3329792523843,897.75,1022.75,52.4815051844755,900.857993049058,1031.43471884208,10.1140609830204
302,73.2762183283308,1014.25,839.75,60.3810202859316,1018.8590799211,841.186604040231,13.7692985093721
303,49.5267499635798,983.75,922.5,57.1728119822557,986.4090806366,923.517634246279,8.15895542852026
304,57.4963196059823,717.5,1013.75,51.043777530828,716.296310999994,1012.66533030977,6.6528696648344
